Theed|Naboo|-4962 4259|Novice
Theed|Naboo|-5100 4146|Novice
Theed|Naboo|-5455 4277|Novice
Theed|Naboo|-5469 4173|Novice
Theed|Naboo|-5436 4133|Novice
Theed|Naboo|-5369 4178|Novice
Theed|Naboo|-5477 4089|Novice
Keren|Naboo|2030 2591|Novice
Keren|Naboo|1959 2577|Novice
Keren|Naboo|1818 2496|Novice
Keren|Naboo|1890 2527|Novice
Keren|Naboo|1926 2757|Novice
Keren|Naboo|1835 2633|Novice
Keren|Naboo|1847 2573|Novice
Keren|Naboo|1347 2671|Novice
Kaadara|Naboo|5042 6736|Novice
Kaadara|Naboo|5199 6546|Novice
Bela Vistal|Corellia|6775 -5487|Intermediate
Bela Vistal|Corellia|6876 -5466|Intermediate
Mos Taike|Tatooine|3790 2389|Intermediate
Mos Espa|Tatooine|-2879 2555|Intermediate
Imperial Oasis|Tatooine|-5284 2676|Intermediate
Wayfar|Tatooine|-5205 -6503|Intermediate
Darklighters Estate|Tatooine|-685 -6731|Intermediate
Darklighters Estate|Tatooine|-703 -6734|Intermediate
Dearic|Talus|147 -2812|Intermediate
Dearic|Talus|203 -2979|Intermediate
Dearic|Talus|258 -3008|Intermediate
Nashal|Talus|4542 5329|Intermediate
Deeja Peak|Naboo|5332 -1568|Intermediate
Deeja Peak|Naboo|4980 -1489|Intermediate
Deeja Peak|Naboo|4923 -1411|Intermediate
Deeja Peak|Naboo|4757 -1358|Intermediate
Deeja Peak|Naboo|4688 -1342|Intermediate
Lake Retreat|Naboo|-5548 -13|Intermediate
Lake Retreat|Naboo|-5476 -76|Intermediate
Moenia|Naboo|4638 -4643|Intermediate
Moenia|Naboo|4878 -4618|Intermediate
Keren|Naboo|1279 2858|Intermediate
Kaadara|Naboo|5410 6672|Intermediate
Kaadara|Naboo|5075 6784|Intermediate
Kaadara|Naboo|5261 6793|Intermediate
Kaadara|Naboo|5081 6591|Intermediate
Vreni Island|Corellia|-5559 -6220|Master
Bela Vistal|Corellia|6871 -5752|Master
Mos Taike|Tatooine|3789 2391|Master
Wayfar|Tatooine|-5205 -6555|Master
Mos Eisley|Tatooine|3397 -4600|Master
Dearic|Talus|265 -2974|Master
Dearic|Talus|255 -3024|Master
Dearic|Talus|682 -3219|Master
Nashal|Talus|4529 5371|Master
Restuss|Rori|5102 5654|Master
Moenia|Naboo|4721 -4614|Master
Kaadara|Naboo|4999 6822|Master
Kaadara|Naboo|4977 6700|Master
Kaadara|Naboo|5009 6652|Master
Kaadara|Naboo|5277 6560|Master
